ime,ulica,mesto,posta,regija,koordinate,center,dolzina,trajanje,pot
"AVTOKLEPARSTVO, AVTOVLEKA, MIRAN LUKEŽ S.P.",Velika Pirešica 31,Velika Pirešica,3310 Žalec,SAVINJSKA,46.28848419;15.1702388,0,80.84,45,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.04
"AVTOMEHANIKA - AVTOELEKTRIKA MIROSLAV KUMELJ, S.P.",Na Jelovo 21,Radeče,1433 Radeče,SAVINJSKA,46.06731165;15.16202688,0,88.45,64,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;31.98--TROJANE;0.14--V ZIDEH;0.23--PREDOR V ZIDEH;0.31--V ZIDEH;0.38--POLŠINA;0.46--HRASTNIK PRI TROJANAH;0.21--POLŠINA;0.01--HRASTNIK PRI TROJANAH;0.14--POLŠINA;0.47--HRASTNIK PRI TROJANAH;0.11--POLŠINA;0.02--HRASTNIK PRI TROJANAH;0.05--POLŠINA;0.04--HRASTNIK PRI TROJANAH;0.02--POLŠINA;0.07--HRASTNIK PRI TROJANAH;0.01--POLŠINA;0.13--OREHOVICA;1.64--PODLIPOVICA;0.69--MEDIJSKE TOPLICE;0.42--IZLAKE;0.71--OBREZIJA;0.79--SPODNJE IZLAKE;0.96--IZLAKE;0.32--LOKE PRI ZAGORJU;0.99--BOROVNIŠKO NASELJE;0.48--TRG POHORSKEGA BATALJONA;0.17--RUDARSKA CESTA;0.08--PETELINKARJEVA CESTA;0.38--PODKRAJ PRI ZAGORJU;0.11--LOKE PRI ZAGORJU;0.04--PODKRAJ PRI ZAGORJU;0.4--LOKE PRI ZAGORJU;0.48--PODVINE;0.61--KOPALIŠKA ULICA;0.67--PREČNA POT;0.06--CESTA ZMAGE;0.79--KOLODVORSKA CESTA;1.03--ŠKLENDROVEC;0.97--ZAVRŠJE;2.44--TRBOVLJE;2.34--ZASAVSKA CESTA;0.3--TRBOVLJE;0.24--DOBOVEC;1.25--PODKRAJ;1.63--GRAJSKA POT;0.35--CESTA 1. MAJA;0.29--ZA SAVO;1.22--KRNICE;0.88--ŠAVNA PEČ;1.98--SUHADOL;1.55--ŠIRJE;0.88--ZIDANI MOST;1.51--OBREŽJE PRI ZIDANEM MOSTU;0.88--OBREŽJE;2.06--RADEČE;0.25--POT NA BROD;0.7--TRG;0.1--TITOVA ULICA;1.56--NJIVŠKA CESTA;0.07--POD PEČICO;0.2
AVTOMEHANIKA GUMA DALIBOR JOVANOV S.P.,Ulica Cvetke Jerin 1,Štore,3220 Štore,SAVINJSKA,46.22241069;15.30986201,0,91.33,52,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;66.96--CELJE - CENTER;0.21--PRIKLJUČEK CELJE - CENTER;0.22--MARIBORSKA CESTA;1.53--KOVINARSKA ULICA;0.25--DELAVSKA ULICA;0.28--KIDRIČEVA ULICA;1.6--BUKOVŽLAK;0.15--TEHARJE;1.54--ULICA CVETKE JERIN;0.21--CESTA KOZJANSKEGA ODREDA;0.03--ULICA CVETKE JERIN;0.16
"AVTOMEHANIKA,AVTOVLEKA IN VULKANIZACIJA GUM JOŽE ŠKOFLEK S.P.",Lokovina 15,Lokovina,3204 Dobrna,SAVINJSKA,46.33568034;15.21952627,0,89.39,52,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.19--LOKOVINA;0.41--HRAMŠE;0.06--PRISTOVA;0.73--LOKOVINA;0.46--PRISTOVA;0.14--LOKOVINA;0.02--PRISTOVA;0.04--LOKOVINA;0.13--PRISTOVA;0.17--LOKOVINA;0.06--PRISTOVA;0.15--LOKOVINA;0.01--PRISTOVA;0.25--ODCEP V DOBRNO;0.55--LOKOVINA;0.67
"AVTOPRALNICA, VULKANIZACIJA NOTRANJE ČIŠČENJE IN POLIRANJE VOZIL VILJEM MERNIK S.P.",Ob potoku 1,Slovenske Konjice,3210 Slovenske Konjice,SAVINJSKA,46.34293348;15.43323594,0,108.78,59,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;86.45--SLOVENSKE KONJICE;0.11--PRIKLJUČEK SLOVENSKE KONJICE;0.62--TEPANJE;0.55--DOBRNEŽ;1.66--PREVRAT;0.63--SLOVENSKE KONJICE;0.23--LIPTOVSKA ULICA;0.17--VEŠENIŠKA CESTA;0.16
AVTOPREVOZNIŠTVO - TAXI STANISLAV PIRNAT S.P.,Kovaška cesta 31 B,Zreče,3214 Zreče,SAVINJSKA,46.37929997;15.38281214,0,115.32,66,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;86.45--SLOVENSKE KONJICE;0.11--PRIKLJUČEK SLOVENSKE KONJICE;0.62--TEPANJE;0.55--DOBRNEŽ;1.66--PREVRAT;0.63--SLOVENSKE KONJICE;0.23--LIPTOVSKA ULICA;1.74--SPODNJE PRELOGE;1.2--PRELOGE PRI KONJICAH;0.28--ZEČE;1.0--RADANA VAS;0.44--CESTA NA ROGLO;1.7--KOVAŠKA CESTA;0.45--CESTA NA ROGLO;0.06
"AVTOSERVIS PEER, VZDRŽEVANJE IN POPRAVILO MOTORNIH VOZIL D.O.O.",Sv. Florijan 100 X,Sv. Florijan,3250 Rogaška Slatina,SAVINJSKA,46.25580377;15.68258238,0,127.79,84,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;75.43--DRAMLJE;0.2--PRIKLJUČEK DRAMLJE;0.11--LAZE PRI DRAMLJAH;0.42--TRNOVEC PRI DRAMLJAH;0.79--DOLE;1.83--LOKARJE;1.04--ŠENTJUR;1.38--PREŠERNOVA ULICA;0.27--TRUBARJEVA ULICA;0.07--CESTA KOZJANSKEGA ODREDA;0.48--CESTA NA KMETIJSKO ŠOLO;1.12--BEZOVJE PRI ŠENTJURJU;0.38--STOPČE;1.07--GROBELNO - DEL;1.97--ZAVRŠE PRI GROBELNEM;0.08--ŠENTVID PRI GROBELNEM;1.28--BODRIŠNA VAS;1.3--SENOVICA;1.23--ZADRŽE;0.25--CELJSKA CESTA;1.4--AŠKERČEV TRG;0.26--ROGAŠKA CESTA;0.49--ŠMARJE PRI JELŠAH;0.01--ROGAŠKA CESTA;0.2--ŠMARJE PRI JELŠAH;0.17--MALA PRISTAVA;0.43--BELO;1.93--MESTINJE;1.91--PODPLAT;1.28--KAMNA GORCA;1.05--TEKAČEVO;1.17--ZAGAJ POD BOČEM;1.12--GRADIŠKI DOL;0.05--ZGORNJE NEGONJE;0.36--SPODNJE NEGONJE;0.8--IRJE;0.1--RATANSKA VAS;0.19--IRJE;1.19--CEROVEC POD BOČEM;0.01--ROGAŠKA SLATINA;0.08--CEROVEC POD BOČEM;0.78--SPODNJE SEČOVO;0.02--CEROVEC POD BOČEM;0.01--SPODNJE SEČOVO;0.9--TUNCOVEC;0.86--SV. FLORIJAN;2.09
AVTOSERVIS TRATNIK D.O.O.,Ob Savinji 9,Ločica ob Savinji,3313 Polzela,SAVINJSKA,46.25776419;15.09650553,0,70.99,39,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;51.87--ŠEMPETER;0.27--LOČICA OB SAVINJI;0.15--RIMSKA CESTA;0.02--LATKOVA VAS;0.14--OB SAVINJI;0.35
"AVTOSERVIS VASLE, ROMAN VASLE S.P.",Podkraj 9 A,Podkraj,3310 Žalec,SAVINJSKA,46.3215986;15.15449944,0,85.52,49,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;3.1--PODKRAJ;0.73
"AVTOSERVIS VAUH, TRGOVINA IN STORITVE, D.O.O.",Žarova cesta 26,Velenje,3320 Velenje,SAVINJSKA,46.35482622;15.11601479,0,92.07,53,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;1.53--ŽAROVA CESTA;0.27
AVTOVID TOMISLAV VIDENŠEK S.P.,Keršova ulica 8 A,Vojnik,3212 Vojnik,SAVINJSKA,46.2897555;15.30326133,0,90.45,51,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;66.96--CELJE - CENTER;0.21--PRIKLJUČEK CELJE - CENTER;0.21--MARIBORSKA CESTA;1.1--CELJE;0.02--ŠMARJETA PRI CELJU;0.47--ŠKOFJA VAS;1.56--ARCLIN;0.63--VOJNIK;0.03--CELJSKA CESTA;1.05
AVTOVID TOMISLAV VIDENŠEK S.P.,Liptovska ulica 32,Slovenske Konjice,3210 Slovenske Konjice,SAVINJSKA,46.33976321;15.4196227,0,109.69,61,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;86.45--SLOVENSKE KONJICE;0.11--PRIKLJUČEK SLOVENSKE KONJICE;0.62--TEPANJE;0.55--DOBRNEŽ;1.66--PREVRAT;0.63--SLOVENSKE KONJICE;0.23--LIPTOVSKA ULICA;1.23
DEKLEVA MIRAN S.P.,Ložnica pri Žalcu 41,Ložnica pri Žalcu,3310 Žalec,SAVINJSKA,46.26191127;15.17862641,0,79.23,43,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.35--ARJA VAS;0.64--LOŽNICA PRI ŽALCU;0.42
"DR SERVIS IN VZDRŽEVANJE VOZIL, RAJKO DORNIK S.P.",Lokrovec 38 B,Lokrovec,3000 Celje,SAVINJSKA,46.26267943;15.2528564,0,85.98,51,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;61.49--CELJE - ZAHOD;0.48--PRIKLJUČEK LOPATA;0.02--LOPATA;0.47--MEDLOG;2.1--LOPATA;0.39--ULICA HEROJA ŠARHA;0.52--CESTA NA OSTROŽNO;0.5--CESTA II. GRUPE ODREDOV;0.04--GASILSKA ULICA;0.39--RAZGLEDNA ULICA;0.2--PRVOMAJSKA ULICA;0.06--ULICA OB GOZDU;0.33--LOKROVEC;0.76
"G&K AVTO, SERVIS IN PRODAJA VOZIL, D.O.O.",Cesta Kozjanskega odreda 18,Šentjur,3230 Šentjur,SAVINJSKA,46.21363903;15.40205402,0,100.23,56,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;75.43--DRAMLJE;0.2--PRIKLJUČEK DRAMLJE;0.11--LAZE PRI DRAMLJAH;0.42--TRNOVEC PRI DRAMLJAH;0.79--DOLE;1.83--LOKARJE;1.04--ŠENTJUR;1.38--PREŠERNOVA ULICA;0.27--TRUBARJEVA ULICA;0.07--CESTA KOZJANSKEGA ODREDA;0.49
JURČAK JURE S.P.,Škofja vas 33 A,Škofja vas,3211 Škofja vas,SAVINJSKA,46.26818518;15.2873268,0,87.58,48,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;66.96--CELJE - CENTER;0.21--PRIKLJUČEK CELJE - CENTER;0.21--MARIBORSKA CESTA;1.1--CELJE;0.02--ŠMARJETA PRI CELJU;0.47--ŠKOFJA VAS;0.4
KITEK SLAVKO S.P.,Kovaška cesta 3,Vitanje,3205 Vitanje,SAVINJSKA,46.37860434;15.29589109,0,99.89,64,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.19--LOKOVINA;0.41--HRAMŠE;0.06--PRISTOVA;0.73--LOKOVINA;0.46--PRISTOVA;0.14--LOKOVINA;0.02--PRISTOVA;0.04--LOKOVINA;0.13--PRISTOVA;0.17--LOKOVINA;0.06--PRISTOVA;0.15--LOKOVINA;0.01--PRISTOVA;0.25--ODCEP V DOBRNO;0.55--LOKOVINA;0.3--DOBRNA;1.53--ZAVRH NAD DOBRNO;0.61--VRBA;2.03--ČREŠKOVA;0.56--SOCKA;2.56--VELIKA RAVEN;0.75--SELCE;0.05--BREZEN;0.03--SELCE;0.15--BREZEN;0.2--SELCE;0.16--STENICA;0.35--BREZEN;0.02--STENICA;0.08--KOVAŠKA CESTA;1.8
"KT MOBIL, KLEMEN PODPEČAN S.P.",Dobrna 32 D,Dobrna,3204 Dobrna,SAVINJSKA,46.33894009;15.23176332,0,90.12,53,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.19--LOKOVINA;0.41--HRAMŠE;0.06--PRISTOVA;0.73--LOKOVINA;0.46--PRISTOVA;0.14--LOKOVINA;0.02--PRISTOVA;0.04--LOKOVINA;0.13--PRISTOVA;0.17--LOKOVINA;0.06--PRISTOVA;0.15--LOKOVINA;0.01--PRISTOVA;0.25--ODCEP V DOBRNO;0.55--LOKOVINA;0.3--DOBRNA;1.1
LEBIČ ADI S.P.,Ptujska cesta 1,Rogatec,3252 Rogatec,SAVINJSKA,46.2289938;15.69863603,0,129.15,84,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;75.43--DRAMLJE;0.2--PRIKLJUČEK DRAMLJE;0.11--LAZE PRI DRAMLJAH;0.42--TRNOVEC PRI DRAMLJAH;0.79--DOLE;1.83--LOKARJE;1.04--ŠENTJUR;1.38--PREŠERNOVA ULICA;0.27--TRUBARJEVA ULICA;0.07--CESTA KOZJANSKEGA ODREDA;0.48--CESTA NA KMETIJSKO ŠOLO;1.12--BEZOVJE PRI ŠENTJURJU;0.38--STOPČE;1.07--GROBELNO - DEL;1.97--ZAVRŠE PRI GROBELNEM;0.08--ŠENTVID PRI GROBELNEM;1.28--BODRIŠNA VAS;1.3--SENOVICA;1.23--ZADRŽE;0.25--CELJSKA CESTA;1.4--AŠKERČEV TRG;0.26--ROGAŠKA CESTA;0.49--ŠMARJE PRI JELŠAH;0.01--ROGAŠKA CESTA;0.2--ŠMARJE PRI JELŠAH;0.17--MALA PRISTAVA;0.43--BELO;1.93--MESTINJE;1.91--PODPLAT;1.28--KAMNA GORCA;1.05--TEKAČEVO;1.17--ZAGAJ POD BOČEM;1.12--GRADIŠKI DOL;0.05--ZGORNJE NEGONJE;0.36--SPODNJE NEGONJE;0.8--IRJE;0.1--RATANSKA VAS;0.19--IRJE;1.19--CEROVEC POD BOČEM;0.01--ROGAŠKA SLATINA;0.08--CEROVEC POD BOČEM;0.78--SPODNJE SEČOVO;0.02--CEROVEC POD BOČEM;0.01--SPODNJE SEČOVO;0.9--TUNCOVEC;1.19--TRŽIŠČE;0.62--BREZOVEC PRI ROGATCU;0.74--CELJSKA CESTA;0.9--LERCHINGERJEVA ULICA;0.41--ROGATEC;0.07--ULICA MERSIJEV;0.21--ROGATEC;0.11--PTUJSKA CESTA;0.06
M - ŽIVIC D.O.O.,Škale 97 B,Škale,3320 Velenje,SAVINJSKA,46.38400973;15.11027915,0,96.3,58,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;1.94--ŠALEŠKA CESTA;0.07--CESTA FRANTIŠKA FOITA;0.39--CESTA TALCEV;0.42--KOROŠKA CESTA;0.2--CESTA POD PARKOM;0.62--KOROŠKA CESTA;0.14--CESTA NA JEZERO;1.86--ŠKALE;0.39
MALOPRAV ROBERT S.P.,Brode 14,Brode,3305 Vransko,SAVINJSKA,46.24683402;14.96587967,0,61.4,35,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;41.96--VRANSKO;0.18--PRIKLJUČEK VRANSKO;0.12--ČEPLJE;0.31--BRODE;0.64
"MARKON PODJETJE ZA TRGOVINO IN STORITVE, D.O.O.",Mariborska cesta 54 A,Celje,3000 Celje,SAVINJSKA,46.23618242;15.27232547,0,88.03,49,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;66.96--CELJE - CENTER;0.21--PRIKLJUČEK CELJE - CENTER;0.22--MARIBORSKA CESTA;1.53--KOVINARSKA ULICA;0.25--DELAVSKA ULICA;0.28--KIDRIČEVA ULICA;0.38
MONTAŽA GUM IN AVTOPRALNICA ZVONKO PLEVČAK S.P.,Irje 36 A,Irje,3250 Rogaška Slatina,SAVINJSKA,46.25178512;15.63671023,0,122.31,77,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;75.43--DRAMLJE;0.2--PRIKLJUČEK DRAMLJE;0.11--LAZE PRI DRAMLJAH;0.42--TRNOVEC PRI DRAMLJAH;0.79--DOLE;1.83--LOKARJE;1.04--ŠENTJUR;1.38--PREŠERNOVA ULICA;0.27--TRUBARJEVA ULICA;0.07--CESTA KOZJANSKEGA ODREDA;0.48--CESTA NA KMETIJSKO ŠOLO;1.12--BEZOVJE PRI ŠENTJURJU;0.38--STOPČE;1.07--GROBELNO - DEL;1.97--ZAVRŠE PRI GROBELNEM;0.08--ŠENTVID PRI GROBELNEM;1.28--BODRIŠNA VAS;1.3--SENOVICA;1.23--ZADRŽE;0.25--CELJSKA CESTA;1.4--AŠKERČEV TRG;0.26--ROGAŠKA CESTA;0.49--ŠMARJE PRI JELŠAH;0.01--ROGAŠKA CESTA;0.2--ŠMARJE PRI JELŠAH;0.17--MALA PRISTAVA;0.43--BELO;1.93--MESTINJE;1.91--PODPLAT;1.28--KAMNA GORCA;1.05--TEKAČEVO;1.17--ZAGAJ POD BOČEM;1.12--GRADIŠKI DOL;0.05--ZGORNJE NEGONJE;0.36--SPODNJE NEGONJE;0.8--IRJE;0.1--RATANSKA VAS;0.19--IRJE;0.46
"POPRAVILA IN VLEKA VOZIL, JANKO ŠALAMUN S.P.",Drešinja vas 25,Drešinja vas,3301 Petrovče,SAVINJSKA,46.24877783;15.20380806,0,81.82,47,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.31--RUŠE;0.46--ARJA VAS;1.68--PETROVČE;0.48--ARJA VAS;0.01--PETROVČE;0.56--DREŠINJA VAS;0.5
POPRAVILO CESTNIH VOZIL NA TERENU DARKO HROVAT S.P.,Bodrišna vas 13,Bodrišna vas,3231 Grobelno,SAVINJSKA,46.23172742;15.46740071,0,106.63,62,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;75.43--DRAMLJE;0.2--PRIKLJUČEK DRAMLJE;0.11--LAZE PRI DRAMLJAH;0.42--TRNOVEC PRI DRAMLJAH;0.79--DOLE;1.83--LOKARJE;1.04--ŠENTJUR;1.38--PREŠERNOVA ULICA;0.27--TRUBARJEVA ULICA;0.07--CESTA KOZJANSKEGA ODREDA;0.48--CESTA NA KMETIJSKO ŠOLO;1.12--BEZOVJE PRI ŠENTJURJU;0.38--STOPČE;1.07--GROBELNO - DEL;1.97--ZAVRŠE PRI GROBELNEM;0.08--ŠENTVID PRI GROBELNEM;1.27--BODRIŠNA VAS;0.52
RILE SERVIS JASMIN JAKUPOVIĆ S.P.,Preloška cesta 1,Velenje,3320 Velenje,SAVINJSKA,46.36912393;15.07125627,0,85.28,56,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;49.72--ŠENTRUPERT;0.29--ORLA VAS;0.24--TRNAVA;0.79--ORLA VAS;0.32--TOPOVLJE;0.92--PARIŽLJE;1.0--POLZELA;0.09--MALTEŠKA CESTA;0.39--PODGORA;0.01--PODVIN PRI POLZELI;2.68--PODGORA;0.01--PODVIN PRI POLZELI;0.06--PODGORA;2.25--REČICA OB PAKI;0.56--MALI VRH;0.14--VELIKI VRH;0.13--MALI VRH;0.23--PODGORA;1.41--VELIKI VRH;1.47--LOKOVICA;0.82--PODKRAJ PRI VELENJU;0.18--VELIKI VRH;0.01--PODGORJE;0.06--VELIKI VRH;0.08--PODGORJE;2.01--LOKOVICA;0.12--ŠMARTNO OB PAKI;0.14--LOKOVICA;0.08--ŠPEGLOVA ULICA;0.52--PRELOŠKA CESTA;0.1--PARTIZANSKA CESTA;0.26
SAPS D.O.O.,Kocbekova cesta 38,Ljubečna,3202 Ljubečna,SAVINJSKA,46.25921328;15.31845009,0,89.28,49,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;69.12--CELJE - VZHOD;0.23--LESKOVEC;0.69--CESTA V CELJE;0.61--KOCBEKOVA CESTA;0.42
SAVA AVTO D.O.O.,Dolenji Boštanj 60 A,Dolenji Boštanj,8294 Boštanj,SPODNJEPOSAVSKA,46.01266804;15.28951749,0,86.29,61,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.55--STRAŽA;0.51--SLOVENSKA VAS;0.45--RAKOVNIK PRI ŠENTRUPERTU;1.12--PRELESJE;0.53--BISTRICA;0.9--PUŠČAVA;0.13--BISTRICA;0.01--PUŠČAVA;0.92--BISTRICA;0.01--PUŠČAVA;0.01--BISTRICA;0.02--PUŠČAVA;0.03--GORENJE JESENICE;0.12--PUŠČAVA;0.16--GORENJE JESENICE;0.57--HRASTOVICA;0.14--DOLENJE JESENICE;0.03--HRASTOVICA;1.35--PIJAVICE;1.03--SKROVNIK;0.91--KAPLJA VAS;0.93--TRŽIŠČE;1.06--SPODNJE VODALE;2.23--KRIŽ;0.4--GABRJE;2.97--KRIŽ;0.29--JELOVEC;2.1--KRIŽ;0.28--LAZE PRI BOŠTANJU;2.75--RADNA;1.65--DOLENJI BOŠTANJ;0.56
"TRGOVINA IN SERVIS, LADKO PETRETIČ S.P.",Krška cesta 10,Kostanjevica na Krki,8311 Kostanjevica na Krki,SPODNJEPOSAVSKA,45.85239422;15.42348424,0,97.73,55,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;75.3--SMEDNIK;0.24--GMAJNA;1.24--RAVNO;0.03--GMAJNA;0.08--RAVNO;0.06--GMAJNA;0.55--RAVNO;0.27--ZAMEŠKO;1.66--KOPRIVNIK;2.5--MALENCE;2.79--KOSTANJEVICA NA KRKI;0.07--KRŠKA CESTA;0.59
